vocab,pos_prob,neg_prob
admit,5.19628984904778e-05,7.606093823404398e-05
gfcrich,1.299072462261945e-05,8.948345674593409e-06
nochillpaz,2.59814492452389e-05,4.026755553567034e-05
myth,1.299072462261945e-05,8.948345674593409e-06
triple,3.897217386785835e-05,5.816424688485716e-05
hygiene,1.299072462261945e-05,8.948345674593409e-06
paintbrush,1.299072462261945e-05,8.948345674593409e-06
lilly,2.59814492452389e-05,4.4741728372967045e-06
oyjqx,1.299072462261945e-05,8.948345674593409e-06
xmas,1.299072462261945e-05,1.7896691349186818e-05
swagner,1.299072462261945e-05,1.7896691349186818e-05
daydream,2.59814492452389e-05,4.4741728372967045e-06
atysyc,1.299072462261945e-05,8.948345674593409e-06
scab,2.59814492452389e-05,4.4741728372967045e-06
clear,6.495362311309725e-05,4.921590121026375e-05
englandlauren,1.299072462261945e-05,8.948345674593409e-06
privileged,1.299072462261945e-05,8.948345674593409e-06
channing,1.299072462261945e-05,1.7896691349186818e-05
allsportsbruh,2.59814492452389e-05,1.3422518511890114e-05
engels,1.299072462261945e-05,8.948345674593409e-06
circulated,1.299072462261945e-05,8.948345674593409e-06
lie,0.00011691652160357505,0.000348985481309143
hollywoood,1.299072462261945e-05,8.948345674593409e-06
sneakin,1.299072462261945e-05,8.948345674593409e-06
isabel,1.299072462261945e-05,8.948345674593409e-06
retrolivin,1.299072462261945e-05,8.948345674593409e-06
evolution,3.897217386785835e-05,8.948345674593409e-06
bobbyrosee,1.299072462261945e-05,8.948345674593409e-06
richard,3.897217386785835e-05,1.3422518511890114e-05
wax,1.299072462261945e-05,2.2370864186483524e-05
fuckwatyuhherrd,1.299072462261945e-05,8.948345674593409e-06
irene,1.299072462261945e-05,1.3422518511890114e-05
co,0.012380160565356336,0.009243641081854992
fwldwp,1.299072462261945e-05,8.948345674593409e-06
midsole,3.897217386785835e-05,4.4741728372967045e-06
michelle,6.495362311309725e-05,7.158676539674727e-05
swanny,2.59814492452389e-05,4.4741728372967045e-06
recommended,2.59814492452389e-05,4.4741728372967045e-06
dance,0.0001039257969809556,9.39576295832308e-05
herlipstho,1.299072462261945e-05,8.948345674593409e-06
elderlwm,1.299072462261945e-05,8.948345674593409e-06
mystikalgod,1.299072462261945e-05,8.948345674593409e-06
aih,1.299072462261945e-05,8.948345674593409e-06
shadow,3.897217386785835e-05,1.3422518511890114e-05
kkw,1.299072462261945e-05,8.948345674593409e-06
freecev,1.299072462261945e-05,1.3422518511890114e-05
referendum,2.59814492452389e-05,4.4741728372967045e-06
dispersed,2.59814492452389e-05,4.4741728372967045e-06
ariaunadavon,1.299072462261945e-05,1.7896691349186818e-05
tcc,2.59814492452389e-05,4.4741728372967045e-06
lq,2.59814492452389e-05,8.948345674593409e-06
foodpornsx,6.495362311309725e-05,4.4741728372967045e-06
inner,1.299072462261945e-05,2.2370864186483524e-05
ashleyasatu,1.299072462261945e-05,8.948345674593409e-06
britney,2.59814492452389e-05,2.2370864186483524e-05
torrez,1.299072462261945e-05,8.948345674593409e-06
unicorncowboy,3.897217386785835e-05,1.7896691349186818e-05
sleepy,3.897217386785835e-05,1.3422518511890114e-05
renamed,1.299072462261945e-05,1.3422518511890114e-05
hunnnney,1.299072462261945e-05,8.948345674593409e-06
tasogarenoraiko,2.59814492452389e-05,4.4741728372967045e-06
camp,7.79443477357167e-05,2.2370864186483524e-05
vocatoaster,1.299072462261945e-05,1.3422518511890114e-05
spazzed,1.299072462261945e-05,8.948345674593409e-06
face,0.00022084231858453065,0.0007964027650388134
knightfanneal,2.59814492452389e-05,4.4741728372967045e-06
nahhhhhaahahahaha,1.299072462261945e-05,8.948345674593409e-06
iyrl,2.59814492452389e-05,4.4741728372967045e-06
drill,2.59814492452389e-05,8.948345674593409e-06
pittsburgh,2.59814492452389e-05,8.948345674593409e-06
shanedennis,2.59814492452389e-05,4.4741728372967045e-06
lesbian,2.59814492452389e-05,6.263841972215386e-05
predict,2.59814492452389e-05,4.4741728372967045e-06
chong,2.59814492452389e-05,8.948345674593409e-06
gexesuag,1.299072462261945e-05,8.948345674593409e-06
concession,2.59814492452389e-05,4.4741728372967045e-06
fad,2.59814492452389e-05,1.3422518511890114e-05
blair,2.59814492452389e-05,8.948345674593409e-06
stribpol,6.495362311309725e-05,8.948345674593409e-06
janasiaaa,1.299072462261945e-05,8.948345674593409e-06
laine,1.299072462261945e-05,8.948345674593409e-06
vhy,2.59814492452389e-05,4.4741728372967045e-06
stabbed,1.299072462261945e-05,2.2370864186483524e-05
please,0.0002857959416976279,0.000469788147916154
rbxh,1.299072462261945e-05,8.948345674593409e-06
thot,2.59814492452389e-05,0.00023713116037672534
kthxbai,1.299072462261945e-05,8.948345674593409e-06
yokocho,2.59814492452389e-05,4.4741728372967045e-06
imthatsubieguy,1.299072462261945e-05,8.948345674593409e-06
recently,2.59814492452389e-05,3.131920986107693e-05
missing,5.19628984904778e-05,6.263841972215386e-05
oft,2.59814492452389e-05,4.4741728372967045e-06
smores,2.59814492452389e-05,4.4741728372967045e-06
rarris,1.299072462261945e-05,8.948345674593409e-06
cadaver,2.59814492452389e-05,4.4741728372967045e-06
lovelymariiee,1.299072462261945e-05,8.948345674593409e-06
jadee,1.299072462261945e-05,8.948345674593409e-06
yey,1.299072462261945e-05,8.948345674593409e-06
strength,2.59814492452389e-05,2.2370864186483524e-05
mua,2.59814492452389e-05,8.948345674593409e-06
really,0.0009093507235833615,0.0016017538757522203
cuhz,1.299072462261945e-05,1.7896691349186818e-05
rivera,6.495362311309725e-05,1.3422518511890114e-05
anniversary,3.897217386785835e-05,4.4741728372967045e-06
mij,2.59814492452389e-05,8.948345674593409e-06
glam,2.59814492452389e-05,4.4741728372967045e-06
newwww,1.299072462261945e-05,8.948345674593409e-06
iont,1.299072462261945e-05,8.94834567459341e-05
espnsecondtake,1.299072462261945e-05,8.948345674593409e-06
realniccasalute,1.299072462261945e-05,8.948345674593409e-06
comedycentral,1.299072462261945e-05,8.948345674593409e-06
sweetie,1.299072462261945e-05,8.948345674593409e-06
wobbly,1.299072462261945e-05,8.948345674593409e-06
sheisjasnicole,1.299072462261945e-05,8.948345674593409e-06
stature,2.59814492452389e-05,1.3422518511890114e-05
vwt,1.299072462261945e-05,8.948345674593409e-06
jcttrnurm,1.299072462261945e-05,8.948345674593409e-06
jaynovel,1.299072462261945e-05,1.3422518511890114e-05
allovevie,1.299072462261945e-05,8.948345674593409e-06
ahp,2.59814492452389e-05,4.4741728372967045e-06
bucky,1.299072462261945e-05,8.948345674593409e-06
armybulldog,1.299072462261945e-05,8.948345674593409e-06
rjvovoo,2.59814492452389e-05,4.4741728372967045e-06
trillvanillaaa,1.299072462261945e-05,1.7896691349186818e-05
seemed,5.19628984904778e-05,8.948345674593409e-06
downloaded,2.59814492452389e-05,1.3422518511890114e-05
imredhoe,1.299072462261945e-05,8.948345674593409e-06
mansplaining,1.299072462261945e-05,8.948345674593409e-06
koreyona,1.299072462261945e-05,8.948345674593409e-06
backpagepussy,1.299072462261945e-05,8.948345674593409e-06
scoonz,2.59814492452389e-05,4.4741728372967045e-06
caption,1.299072462261945e-05,6.263841972215386e-05
accurately,1.299072462261945e-05,8.948345674593409e-06
olive,1.299072462261945e-05,2.2370864186483524e-05
hammer,3.897217386785835e-05,8.948345674593409e-06
asleep,6.495362311309725e-05,4.921590121026375e-05
identifies,3.897217386785835e-05,4.4741728372967045e-06
legendary,1.299072462261945e-05,2.2370864186483524e-05
lmaoooort,1.299072462261945e-05,8.948345674593409e-06
perspective,3.897217386785835e-05,8.948345674593409e-06
neanudda,1.299072462261945e-05,8.948345674593409e-06
hickey,1.299072462261945e-05,2.2370864186483524e-05
ugh,6.495362311309725e-05,0.00013869935795619785
kaewhy,1.299072462261945e-05,8.948345674593409e-06
hmmm,1.299072462261945e-05,2.684503702378023e-05
freeladdin,1.299072462261945e-05,8.948345674593409e-06
jammy,1.299072462261945e-05,8.948345674593409e-06
season,0.0004157031879238224,0.00010738014809512092
ooh,2.59814492452389e-05,4.921590121026375e-05
weavilynmonroe,1.299072462261945e-05,8.948345674593409e-06
associate,1.299072462261945e-05,2.2370864186483524e-05
kaleigh,1.299072462261945e-05,8.948345674593409e-06
nickyh,1.299072462261945e-05,8.948345674593409e-06
dickmatized,1.299072462261945e-05,8.948345674593409e-06
belt,3.897217386785835e-05,4.026755553567034e-05
stung,2.59814492452389e-05,4.4741728372967045e-06
foolishness,1.299072462261945e-05,8.948345674593409e-06
anywhere,2.59814492452389e-05,4.026755553567034e-05
barney,2.59814492452389e-05,8.948345674593409e-06
kaynes,1.299072462261945e-05,8.948345674593409e-06
vivalakristia,2.59814492452389e-05,1.3422518511890114e-05
gebeuren,1.299072462261945e-05,8.948345674593409e-06
kstills,1.299072462261945e-05,8.948345674593409e-06
dickie,1.299072462261945e-05,8.948345674593409e-06
pullup,1.299072462261945e-05,8.948345674593409e-06
terrorism,5.19628984904778e-05,8.948345674593409e-06
ainna,1.299072462261945e-05,8.948345674593409e-06
kjzh,1.299072462261945e-05,8.948345674593409e-06
omadoee,1.299072462261945e-05,8.948345674593409e-06
beter,1.299072462261945e-05,8.948345674593409e-06
quenching,1.299072462261945e-05,8.948345674593409e-06
dank,1.299072462261945e-05,8.948345674593409e-06
krug,2.59814492452389e-05,4.4741728372967045e-06
snitchn,1.299072462261945e-05,8.948345674593409e-06
cobain,1.299072462261945e-05,8.948345674593409e-06
buffprobzzz,1.299072462261945e-05,8.948345674593409e-06
degenerateartist,2.59814492452389e-05,2.684503702378023e-05
basebaiivines,2.59814492452389e-05,4.4741728372967045e-06
rene,2.59814492452389e-05,1.3422518511890114e-05
agitprop,1.299072462261945e-05,8.948345674593409e-06
unwashed,1.299072462261945e-05,8.948345674593409e-06
liiuglymane,1.299072462261945e-05,8.948345674593409e-06
russelltpot,1.299072462261945e-05,1.7896691349186818e-05
hfktledkpa,1.299072462261945e-05,8.948345674593409e-06
jetzlyfe,1.299072462261945e-05,8.948345674593409e-06
respectable,1.299072462261945e-05,8.948345674593409e-06
splashgang,1.299072462261945e-05,1.3422518511890114e-05
iampikey,2.59814492452389e-05,8.948345674593409e-06
body,0.0001558886954714334,0.00033108878995995617
insight,1.299072462261945e-05,8.948345674593409e-06
quid,2.59814492452389e-05,4.4741728372967045e-06
gutssidious,1.299072462261945e-05,1.3422518511890114e-05
lab,5.19628984904778e-05,1.7896691349186818e-05
shared,1.299072462261945e-05,1.3422518511890114e-05
surfboardn,1.299072462261945e-05,8.948345674593409e-06
lillivonschtupp,1.299072462261945e-05,8.948345674593409e-06
jvi,1.299072462261945e-05,8.948345674593409e-06
kittycopter,1.299072462261945e-05,8.948345674593409e-06
michiganst,2.59814492452389e-05,4.4741728372967045e-06
futon,1.299072462261945e-05,8.948345674593409e-06
gwvanykzoo,1.299072462261945e-05,8.948345674593409e-06
surfboard,1.299072462261945e-05,2.684503702378023e-05
nicolleashby,1.299072462261945e-05,8.948345674593409e-06
awf,1.299072462261945e-05,8.948345674593409e-06
fragility,2.59814492452389e-05,4.4741728372967045e-06
demo,2.59814492452389e-05,8.948345674593409e-06
mywaafd,2.59814492452389e-05,4.4741728372967045e-06
un,6.495362311309725e-05,2.684503702378023e-05
latodd,1.299072462261945e-05,8.948345674593409e-06
airmaxlad,1.299072462261945e-05,1.3422518511890114e-05
convicting,2.59814492452389e-05,4.4741728372967045e-06
agg,1.299072462261945e-05,8.948345674593409e-06
zay,1.299072462261945e-05,8.948345674593409e-06
evilyn,1.299072462261945e-05,8.948345674593409e-06
ronanfarrow,2.59814492452389e-05,4.4741728372967045e-06
byers,2.59814492452389e-05,8.948345674593409e-06
rickiroma,1.299072462261945e-05,2.2370864186483524e-05
daaaaaaaam,1.299072462261945e-05,8.948345674593409e-06
earning,1.299072462261945e-05,8.948345674593409e-06
powlengmawi,2.59814492452389e-05,4.4741728372967045e-06
idc,6.495362311309725e-05,0.00010738014809512092
intended,2.59814492452389e-05,4.4741728372967045e-06
joshrogin,2.59814492452389e-05,4.4741728372967045e-06
hawt,1.299072462261945e-05,8.948345674593409e-06
yyq,1.299072462261945e-05,8.948345674593409e-06
taratalksmoney,1.299072462261945e-05,8.948345674593409e-06
illwill,1.299072462261945e-05,8.948345674593409e-06
deeiiggee,1.299072462261945e-05,2.2370864186483524e-05
survive,3.897217386785835e-05,2.684503702378023e-05
buckcherry,1.299072462261945e-05,8.948345674593409e-06
jmc,2.59814492452389e-05,8.948345674593409e-06
ovoshubham,1.299072462261945e-05,8.948345674593409e-06
hazelinaaax,1.299072462261945e-05,8.948345674593409e-06
uv,2.59814492452389e-05,1.7896691349186818e-05
pissin,1.299072462261945e-05,1.3422518511890114e-05
xenakix,2.59814492452389e-05,4.4741728372967045e-06
hoodrichkeem,1.299072462261945e-05,8.948345674593409e-06
jenna,1.299072462261945e-05,2.684503702378023e-05
wendy,5.19628984904778e-05,4.4741728372967045e-06
wuzzy,2.59814492452389e-05,4.4741728372967045e-06
shreddybrady,1.299072462261945e-05,8.948345674593409e-06
pennsylvania,2.59814492452389e-05,1.3422518511890114e-05
mostdoubt,1.299072462261945e-05,8.948345674593409e-06
yeaboo,1.299072462261945e-05,8.948345674593409e-06
madness,1.299072462261945e-05,1.3422518511890114e-05
furrybah,1.299072462261945e-05,8.948345674593409e-06
yennno,1.299072462261945e-05,1.3422518511890114e-05
existent,1.299072462261945e-05,8.948345674593409e-06
betawards,3.897217386785835e-05,8.948345674593409e-06
mfka,1.299072462261945e-05,1.3422518511890114e-05
whooooo,1.299072462261945e-05,8.948345674593409e-06
oney,2.59814492452389e-05,4.4741728372967045e-06
difficult,1.299072462261945e-05,8.948345674593409e-06
adbxqltdjj,1.299072462261945e-05,8.948345674593409e-06
kqyizmzb,2.59814492452389e-05,4.4741728372967045e-06
vocabulary,1.299072462261945e-05,1.7896691349186818e-05
peace,9.093507235833614e-05,8.500928390863739e-05
bigmamaatee,1.299072462261945e-05,8.948345674593409e-06
twbse,1.299072462261945e-05,8.948345674593409e-06
cu,5.19628984904778e-05,0.00011632849376971433
fyehze,1.299072462261945e-05,8.948345674593409e-06
imhis,2.59814492452389e-05,8.948345674593409e-06
piker,2.59814492452389e-05,4.4741728372967045e-06
vee,1.299072462261945e-05,8.948345674593409e-06
toddstarnes,1.299072462261945e-05,8.948345674593409e-06
sargent,2.59814492452389e-05,4.4741728372967045e-06
pgzvh,1.299072462261945e-05,8.948345674593409e-06
remotely,1.299072462261945e-05,8.948345674593409e-06
guccii,1.299072462261945e-05,8.948345674593409e-06
fuckssss,1.299072462261945e-05,8.948345674593409e-06
freeze,3.897217386785835e-05,3.5793382698373636e-05
winn,1.299072462261945e-05,8.948345674593409e-06
canunot,1.299072462261945e-05,8.948345674593409e-06
crazycats,2.59814492452389e-05,4.4741728372967045e-06
libra,3.897217386785835e-05,2.684503702378023e-05
dirtymoney,1.299072462261945e-05,8.948345674593409e-06
jtsijbulvc,2.59814492452389e-05,4.4741728372967045e-06
gonzales,1.299072462261945e-05,8.948345674593409e-06
horny,2.59814492452389e-05,6.711259255945057e-05
beeguwop,1.299072462261945e-05,8.948345674593409e-06
photshopped,1.299072462261945e-05,8.948345674593409e-06
head,0.000376731014055964,0.0006890226169436925
hennergized,1.299072462261945e-05,8.948345674593409e-06
dabxkiddjoe,1.299072462261945e-05,8.948345674593409e-06
thnx,1.299072462261945e-05,1.3422518511890114e-05
corny,1.299072462261945e-05,8.500928390863739e-05
weknow,1.299072462261945e-05,8.948345674593409e-06
bess,1.299072462261945e-05,8.948345674593409e-06
turnup,1.299072462261945e-05,3.5793382698373636e-05
tattooing,1.299072462261945e-05,8.948345674593409e-06
imxnii,1.299072462261945e-05,8.948345674593409e-06
flawgen,1.299072462261945e-05,8.948345674593409e-06
honeyydip,1.299072462261945e-05,8.948345674593409e-06
antiglib,2.59814492452389e-05,4.4741728372967045e-06
uninformed,3.897217386785835e-05,8.948345674593409e-06
officialdthrash,1.299072462261945e-05,8.948345674593409e-06
sierra,6.495362311309725e-05,4.4741728372967045e-06
stiddhk,2.59814492452389e-05,4.4741728372967045e-06
marijuana,2.59814492452389e-05,3.131920986107693e-05
wolverine,1.299072462261945e-05,8.948345674593409e-06
sclafani,1.299072462261945e-05,8.948345674593409e-06
plug,1.299072462261945e-05,2.684503702378023e-05
ye,3.897217386785835e-05,3.131920986107693e-05
icbc,1.299072462261945e-05,2.684503702378023e-05
peruse,1.299072462261945e-05,8.948345674593409e-06
gertrude,2.59814492452389e-05,4.4741728372967045e-06
heydenbunsyolo,1.299072462261945e-05,3.5793382698373636e-05
cnn,7.79443477357167e-05,1.7896691349186818e-05
mixed,2.59814492452389e-05,4.026755553567034e-05
ohemmeg,2.59814492452389e-05,8.948345674593409e-06
ego,2.59814492452389e-05,4.921590121026375e-05
vhia,1.299072462261945e-05,8.948345674593409e-06
ayden,1.299072462261945e-05,8.948345674593409e-06
determined,1.299072462261945e-05,1.3422518511890114e-05
swift,1.299072462261945e-05,1.3422518511890114e-05
dandanmanlyman,1.299072462261945e-05,8.948345674593409e-06
deflect,3.897217386785835e-05,4.4741728372967045e-06
highschoolsuckz,2.59814492452389e-05,4.4741728372967045e-06
charging,1.299072462261945e-05,8.948345674593409e-06
enemiesofdonnaj,1.299072462261945e-05,8.948345674593409e-06
yy,2.59814492452389e-05,1.7896691349186818e-05
yexystusm,1.299072462261945e-05,8.948345674593409e-06
sewer,1.299072462261945e-05,8.948345674593409e-06
espndaniel,1.299072462261945e-05,1.3422518511890114e-05
china,9.093507235833614e-05,2.684503702378023e-05
itsmeekmill,1.299072462261945e-05,8.948345674593409e-06
fool,0.00011691652160357505,0.00012975101228160444
aidkdmztln,1.299072462261945e-05,8.948345674593409e-06
smirnoff,2.59814492452389e-05,4.4741728372967045e-06
daney,1.299072462261945e-05,8.948345674593409e-06
ohyounancihuh,1.299072462261945e-05,8.948345674593409e-06
backwards,2.59814492452389e-05,2.2370864186483524e-05
pumprules,2.59814492452389e-05,4.4741728372967045e-06
lybr,1.299072462261945e-05,1.3422518511890114e-05
thenotoriousd,1.299072462261945e-05,8.948345674593409e-06
batshit,1.299072462261945e-05,8.948345674593409e-06
hater,2.59814492452389e-05,0.00010290597525782421
vibrator,1.299072462261945e-05,1.3422518511890114e-05
bizness,1.299072462261945e-05,8.948345674593409e-06
fattrel,1.299072462261945e-05,8.948345674593409e-06
olivias,1.299072462261945e-05,1.3422518511890114e-05
officialskais,1.299072462261945e-05,8.948345674593409e-06
vuiture,1.299072462261945e-05,8.948345674593409e-06
